x,y,z
39.9505286684517,464.5791060079133,a
14.157060085764911,472.2339003575704,a
17.2252719290463,442.1744291493953,a
49.37459277782666,494.9637604181539,a
38.79737389112181,413.01087649959504,a
40.31468855055482,389.70140688990233,a
50.58494714150561,381.5604689711773,a
16.512478326315062,346.97390311701247,a
22.558651427780514,339.8528356824318,a
20.44026431768338,276.3314685744165,a
35.845007532959315,339.111178162486,a
20.6489257885764,304.6942548912148,a
92.88098764880971,308.36257264917964,a
0.8071266431186821,331.9520449643975,a
54.20844391138232,307.7505958364797,a
31.512309257632744,313.0382288181947,a
48.295350443523404,311.8339576528766,a
17.56343830248695,291.6292697452163,a
71.84275806618732,317.1295271284944,a
15.426255559368123,349.9397427181243,a
13.81841842129128,337.9615220023319,a
51.383240115468574,310.63074998381455,a
79.57793703926194,381.2667128778895,a
77.75865940824315,364.15823715327565,a
88.32176802696273,371.7063288069539,a
115.03012063232178,399.1599466154047,a
176.65751056888072,426.12682987097395,a
119.91954846593639,448.9515108420847,a
185.4374997531468,430.9276531799,a
132.45880278654278,407.2471570421441,a
141.89916895321528,451.23352472191914,a
179.47233670497238,469.91695123960574,a
124.02401495086802,450.8054379288233,a
123.86006943204215,427.6527086884097,a
165.74105835314623,436.2232086657358,a
133.80448830597413,411.71662699931113,a
123.48812868794433,442.7620794925454,a
70.02784341632176,372.38163099099734,a
74.16203662866475,378.98723344643327,a
85.96484624128513,366.8383217331577,a
80.77178389778139,339.94222529464554,a
88.41782803032969,397.88140423807397,a
86.94562445699269,359.89699358872497,a
46.621293004289065,365.47183208001707,a
67.89791007504469,368.8085017262614,a
90.06056749776133,354.40630320831684,a
73.89817731483097,406.83020963351225,a
87.99710960661552,439.8797795456303,a
85.52300295407717,414.9591549734863,a
96.75143490274203,418.7453101937559,a
113.06960450679051,385.54089814756816,a
95.07629053486414,471.63175914224564,a
84.74243444594785,450.8818385556064,a
79.69988075548409,455.57047539344717,a
104.27069311922544,444.4545102221845,a
141.12868304206182,436.66211998660316,a
102.50228200155611,440.0503753070087,a
130.98682232433157,416.5306971915187,a
83.43090018889467,395.27632369730884,a
79.30747740364549,445.6772885363527,a
112.93468955998884,481.5810605464365,a
30.51711991597299,428.4272172442356,a
74.81437520496401,492.2513772244811,a
53.99412052040623,412.51857000138966,a
112.63154357410019,388.82336767660007,a
105.91400382638015,461.6485575327935,a
107.70243807165319,429.33825206652995,a
84.41873056238468,422.10950437114286,a
73.83968161643448,396.9345475973076,a
111.6776549326741,399.6383538938386,a
76.03805513779479,375.1097547961893,a
82.36081970686612,350.98443404930606,a
90.41507763307756,384.32234844512163,a
120.16520753433458,371.13126959646377,a
136.4258394048664,337.8381012578272,a
119.58550298399648,353.8522948648398,a
